Timestamp,نام؟  (می توانید نام مستعار بگذارید الزامی به اسم واقعی نیست),سن؟,جنسیت؟,تعداد اعضای خانوار؟ (تعداد عضوی از خانواده که با هم در یک خانه زندگی میکنید),وضعیت تاهل؟,سطح تحصیلات؟,شغل؟,میانگین درآمد ماهیانه خانواده؟,تعداد اتومبیل های خانواده؟,آیا خودتان گواهی نامه رانندگی دارید؟,1- به جز خودتان،چند نفر در خانواده تان گواهی رانندگی دارند؟,2- چه مدل خودروهایی اغلب اوقات می رانید یا تمایل دارید؟,3- خودتان خودروی شخصی دارید؟,آیا قصد خرید خودرو در یکسال آینده را دارید(خرید به علت نیاز به اتومبیل نه  سرمایه گذاری)؟,4- چه مقدار معمولا سوار اتومبیل یا تاکسی می شوید؟,5- چه مقدار معمولا از وسایل نقلیه عمومی مانند اتوبوس و مترو برای انجام امور روزانه استفاده می‌کنید؟,6- چه مقدار معمولا از دوچرخه شخصی برای انجام امور روزانه استفاده می کنید؟,7- چه مقدار معمولا از دوچرخه عمومی یا اشتراکی شهرداری برای انجام امور روزانه استفاده می‌کنید؟,8- روزانه به طور متوسط چند کیلومتر سوار خودرو شخصی یا وسایل نقلیه عمومی می‌شوید؟,9- ترجیح می‌دهید تا مقصد مورد نظرتان خودتان رانندگی کنید؟,10- با روش اشتراک گذاری خودرو (Car sharing) چه مقدار آشنایی داشتید؟ (قبل از خواندن توضیح),11- بعد از خواندن توضیحات اشتراک‌گذاری خودرو، ‌چه مقدار علاقه‌مند به استفاده از این روش هستید؟ ,12- روش اشتراک گذاری خودرو در کاهش آلودگی محیط زیست موثر است. چه مقدار مسایل محیط‌زیستی برای شما اهمیت دارد و حاضر هستید برای آن هزینه بیشتری بپردازید‌، زیرا خودروهای کم مصرف و برقی ممکن است کرایه بالاتری داشته باشند؟ ,13- آیا وقتی سیستم اشتراک گذاری خودرو اجرایی شد، تمایل دارید خودروی شخصی خود را بفروشید؟,14- آیا تمایل دارید خودروی خود را در سرویس‌های اشتراک‌گذاری خودرو قرار دهید و کسب درآمد کنید؟  ,در سوال 14 اگر جوابتان خیر است دلیلش را مختصرا توضیح دهید,15- در صورت استفاده از روش کارشیرینگ، ترجیح می‌دهید هزینه عضویت سالیانه پرداخت کنید(مثلا حدود 200 هزار تومان) و در استفاده‌های روزانه تخفیف بگیرید یا بدون حق عضویت، هزینه هر سفر را پرداخت کنید؟(فرض کنید تخفیف برای هرسفر 25% قیمت عادی باشد),16- کدام روش محاسبه کرایه خودرو را ترجیح می‌دهید؟  ,بیشترین هزینه‌ای که برای کرایه ساعتی حاضر به پرداخت هستید، چقدر است؟,بیشترین هزینه‌ای که برای کرایه بر اساس 10 کیلومتر مسافت طی شده، حاضر به پرداخت هستید، چقدر است؟,17- کدام روش رزرو کردن خودرو را ترجیح می‌دهید؟,18- حداکثر چه زمانی تحمل برای در دسترس شدن خودرو در مکان های مشخص شده  دارید؟,19- حداکثر مسافتی که برای رسیدن به خودرو حاضر هستید پیاده روی کنید چقدر است؟,20- اگر فاصله خودرو بیشتر از این مقادیر بود ترجیح می‌دهید چگونه تا خودروی رزروی بروید؟,21- بیشترین نگرانی های شما در استفاده از خودروی اشتراکی چیست؟(چند گزینه قابل انتخاب است),در سوال قبلی اگر پاسختان در گزینه ها نیست، آن را بنویسید ,اگردر قسمت قبلی جوابتان (بله) است. فرض کنید سیستم اشتراک گذاری خودرو به درستی اجرایی شود،آیا ممکن است از خرید خودروی جدید منصرف شوید؟,,22- اگر در مقصدتان جای پارک خودرو نباشد یا به سختی پیدا شود ، چه مقدار تمایل به استفاده از خودروی شخصی برای رفتن به آن مقصد دارید؟,ممنون از کمک بزرگی که به انجام این پروژه کردین
12/4/2018 18:36:20,فاطمه,35-45,زن,4 نفر,متاهل,لیسانس,خانه دار,بین 3 تا 6ملیون تومان,2,بله,1,هاچ بک,بله,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,کم,کم,خیر,خیر,بقیه مثل خودم از اتومبیل نگهداری نمیکنند,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,"دور بودن خودروهای در دسترس, مسائل بهداشتی",,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 18:48:19,وفا,35-45,زن,تنها زندگی میکنم,مجرد,فوق لیسانس,شاغل تمام وقت,بین 1.5 تا 3 ملیون تومان,4 و بیشتر,بله,4 وبیشتر,دیگر,بله,خیر,اکثر روزها,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,خیلی زیاد,متوسط,خیر,خیر,هزینه های تعمیر و نگهداری,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس, مسائل بهداشتی",,,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/4/2018 19:12:30,شهین,25-35,زن,3 نفر,متاهل,لیسانس,بیکار,بین 3 تا 6ملیون تومان,1,بله,1,شاسی بلند,بله,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,تا حدودی آشنایی داشتم,خیلی زیاد,خیلی زیاد,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,دور بودن خودروهای در دسترس,,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 19:28:36,F68,25-35,مرد,3 نفر,مجرد,فوق لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,2,بله,2,هاچ بک,بله,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,خیلی زیاد,متوسط,خیر,خیر,استهلاک خودرو,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,حدود 30 هزار تومان,حدود 30 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,تاکسی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما",,,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/4/2018 20:16:52,حسین,35-45,مرد,5 نفر و بیشتر,متاهل,لیسانس,شاغل پاره وقت,بین 1.5 تا 3 ملیون تومان,1,بله,1,سدان,بله,خیر,اکثر روزها,به ندرت (ماهی یک یا دو بار),به ندرت (ماهی یک یا دو بار),سوار نمی شوم,بیشتر از 50,بله,اصلا آشنایی نداشتم,زیاد,زیاد,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,دور بودن خودروهای در دسترس,,,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/4/2018 20:52:33,پویان تست 5,25-35,مرد,3 نفر,مجرد,فوق لیسانس,دانشجو,بین 3 تا 6ملیون تومان,,بله,2,هاچ بک,خیر,خیر,یکبار یا دوبار در هفته,به ندرت (ماهی یک یا دو بار),یکبار یا دوبار در هفته,سوار نمی شوم,کمتر از 10,خیر,اصلا آشنایی نداشتم,کم,خیلی زیاد,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 1.5 کیلومتر,با دوچرخه و قرار‌دادن آن درباربند مخصوص دوچرخه اتومبیل,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما",,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 20:58:50,سوفیا طالبیان,25-35,زن,3 نفر,مجرد,لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,2,خیر,2,شاسی بلند,خیر,بله,سه تا چهار بار در هفته,اکثر روزها,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,خیر,اصلا آشنایی نداشتم,خیلی زیاد,زیاد,بله,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق تلفن,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 21:02:57,tahm,25-35,مرد,5 نفر و بیشتر,مجرد,فوق لیسانس,موارد دیگر,بین 1.5 تا 3 ملیون تومان,1,بله,2,سدان,بله,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,اکثر روزها,یکبار یا دوبار در هفته,یکبار یا دوبار در هفته,بیشتر از 50,بله,کاملا آشنایی داشتم,ندارم,متوسط,خیر,خیر,تمایل شخصی,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق تلفن,حدود 10 دقیقه,کمتر از 200 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس, مسائل بهداشتی",,,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/4/2018 21:51:10,بهروز,18-25,مرد,تنها زندگی میکنم,مجرد,دیپلم,شاغل تمام وقت,بین 3 تا 6ملیون تومان,2,بله,2,سدان,خیر,بله,اکثر روزها,اکثر روزها,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,بله,اصلا آشنایی نداشتم,کم,کم,خیر,خیر,برای نگهداری بیشتر و استفاده کاملا شخصی,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,کنسل می‌کنم,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/4/2018 21:58:29,Hamed,25-35,مرد,2 نفر,متاهل,لیسانس,موارد دیگر,بین 6 تا 15 ملیون تومان,1,بله,1,سدان,بله,خیر,سه تا چهار بار در هفته,سه تا چهار بار در هفته,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,خیر,اصلا آشنایی نداشتم,متوسط,زیاد,خیر,خیر,مایل نیستم وسیله شخصیم مورد استفاده بقیه قرار بگیره حتی اگه از این راه درامد کسب کنم,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,تاکسی,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, مسائل بهداشتی",,خیر,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 22:03:10,Arash,25-35,مرد,5 نفر و بیشتر,مجرد,فوق لیسانس,موارد دیگر,بین 3 تا 6ملیون تومان,1,بله,3,دیگر,خیر,خیر,سه تا چهار بار در هفته,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,تا حدودی آشنایی داشتم,خیلی زیاد,متوسط,بله,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,تاکسی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 22:04:49,کاروشنعلی,بالای 45,مرد,3 نفر,متاهل,لیسانس,شاغل تمام وقت,بین 6 تا 15 ملیون تومان,2,بله,2,سدان,بله,خیر,اکثر روزها,به ندرت (ماهی یک یا دو بار),سه تا چهار بار در هفته,سوار نمی شوم,بین 20 تا 30,بله,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,فرهنگ این کار در اقشار جانعه جا نیفتاده است,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق تلفن,حدود 15 دقیقه,حدود 500 متر,پیاده روی,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/4/2018 22:20:44,پریسا,25-35,زن,4 نفر,مجرد,فوق لیسانس,بیکار,بین 3 تا 6ملیون تومان,2,خیر,2,شاسی بلند,خیر,بله,اکثر روزها,اکثر روزها,به ندرت (ماهی یک یا دو بار),سوار نمی شوم,بیشتر از 50,خیر,تا حدودی آشنایی داشتم,زیاد,متوسط,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,"بالا بودن هزینه کرایه, مسائل بهداشتی",,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 23:16:34,Mary,25-35,زن,3 نفر,متاهل,لیسانس,خانه دار,بین 6 تا 15 ملیون تومان,2,بله,1,هاچ بک,بله,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,کم,زیاد,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,حدود 30 هزار تومان,از طریق تلفن,حدود 10 دقیقه,حدود 1.5 کیلومتر,کنسل می‌کنم,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس",,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 23:29:08,رضا,بالای 45,مرد,4 نفر,متاهل,لیسانس,شاغل تمام وقت,بین 6 تا 15 ملیون تومان,2,بله,2,شاسی بلند,بله,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,سوار نمی شوم,به ندرت (ماهی یک یا دو بار),سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,متوسط,زیاد,بله,خیر,نیاز به درامدجدیدندارم,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,بدون رزرو کردن و به صورت حضوری,5 دقیقه و کمتر,حدود 500 متر,تاکسی,بالا بودن هزینه کرایه,,,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/5/2018 0:04:40,ام,بالای 45,مرد,4 نفر,متاهل,لیسانس,موارد دیگر,بین 6 تا 15 ملیون تومان,1,بله,3,دیگر,بله,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,خیلی زیاد,زیاد,خیر,خیر,ننیاز به در آمدش ندارم,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس زمان(ساعت),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق تلفن,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,بالا بودن هزینه کرایه,,,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/5/2018 0:34:39,نفیس,25-35,زن,4 نفر,مجرد,فوق لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,2,بله,4 وبیشتر,دیگر,خیر,خیر,اکثر روزها,اکثر روزها,دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,بله,اصلا آشنایی نداشتم,خیلی زیاد,متوسط,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,,حدود 20 دقیقه,کمتر از 200 متر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,بالا بودن هزینه کرایه,,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/5/2018 0:40:19,پگاه,25-35,زن,4 نفر,متاهل,دیپلم,خانه دار,بین 3 تا 6ملیون تومان,,بله,1,دیگر,بله,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,ندارم,متوسط,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق تلفن,5 دقیقه و کمتر,حدود 500 متر,پیاده روی,تصادف,,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/5/2018 6:08:52,سید مسعود رضیان,بالای 45,مرد,3 نفر,متاهل,فوق لیسانس,شاغل تمام وقت,بین 1.5 تا 3 ملیون تومان,1,بله,1,سدان,بله,بله,سوار نمی شوم یا به ندرت استفاده می کنم,به ندرت (ماهی یک یا دو بار),به ندرت (ماهی یک یا دو بار),سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,متوسط,زیاد,بله,خیر,قوانین بیمه و نیروی انتظامی,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق تلفن,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما",بیمه نبودن خودرو,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/5/2018 7:43:18,احمد ,35-45,مرد,2 نفر,متاهل,دکتری,شاغل تمام وقت,بین 3 تا 6ملیون تومان,2,بله,1,هاچ بک,بله,بله,سوار نمی شوم یا به ندرت استفاده می کنم,به ندرت (ماهی یک یا دو بار),به ندرت (ماهی یک یا دو بار),سوار نمی شوم,بیشتر از 50,خیر,کاملا آشنایی داشتم,خیلی زیاد,خیلی زیاد,بله,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 15 دقیقه,حدود 1 کیلومتر,تاکسی,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,بله,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/5/2018 10:49:58,Ash,35-45,مرد,3 نفر,متاهل,دکتری,شاغل تمام وقت,بین 3 تا 6ملیون تومان,2,بله,1,سدان,بله,خیر,اکثر روزها,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,بین 30 تا 40,بله,اصلا آشنایی نداشتم,زیاد,خیلی زیاد,خیر,خیر,در ایران اطمینان به دریافت خسارت نیست اگر ماشین گارانتی هم داشته باشد اطمینانی به دریافت گارانتی نیست,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 1 کیلومتر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس, مسائل بهداشتی",,بله,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/5/2018 11:16:50,Sanaz,18-25,زن,4 نفر,مجرد,لیسانس,شاغل پاره وقت,بین 3 تا 6ملیون تومان,1,بله,3,,بله,بله,سه تا چهار بار در هفته,اکثر روزها,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,بله,اصلا آشنایی نداشتم,کم,متوسط,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 500 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس, مسائل بهداشتی",,بله,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/5/2018 12:14:14,همکار,35-45,مرد,4 نفر,متاهل,فوق لیسانس,شاغل پاره وقت,کمتر از 1.5 ملیون تومان,1,بله,1,شاسی بلند,بله,خیر,سه تا چهار بار در هفته,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,به ندرت(در سال چند بار),بین 30 تا 40,بله,اصلا آشنایی نداشتم,خیلی زیاد,متوسط,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 1 کیلومتر,پیاده روی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/5/2018 13:44:43,Aram,25-35,زن,4 نفر,متاهل,لیسانس,خانه دار,بین 3 تا 6ملیون تومان,2,بله,1,دیگر,بله,خیر,سه تا چهار بار در هفته,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 30 تا 40,بله,اصلا آشنایی نداشتم,متوسط,زیاد,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,حدود 30 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس, مسائل بهداشتی",,,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/5/2018 15:59:37,بازی,25-35,مرد,4 نفر,مجرد,لیسانس,شاغل پاره وقت,بین 1.5 تا 3 ملیون تومان,2,بله,3,هاچ بک,خیر,خیر,اکثر روزها,به ندرت (ماهی یک یا دو بار),سه تا چهار بار در هفته,سوار نمی شوم,بین 10 تا 20,خیر,اصلا آشنایی نداشتم,کم,زیاد,خیر,خیر,,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,با دوچرخه و قرار‌دادن آن درباربند مخصوص دوچرخه اتومبیل,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس",,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/5/2018 18:18:40,علی,25-35,مرد,4 نفر,مجرد,دکتری,دانشجو,کمتر از 1.5 ملیون تومان,1,بله,3,هاچ بک,خیر,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,خیر,کاملا آشنایی داشتم,متوسط,زیاد,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,تاکسی,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, دور بودن خودروهای در دسترس",,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/5/2018 18:51:00,مهدی کریمی پور ,25-35,مرد,2 نفر,متاهل,لیسانس,شاغل تمام وقت,بین 1.5 تا 3 ملیون تومان,1,بله,1,دیگر,بله,بله,اکثر روزها,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,بین 40 تا 50,بله,اصلا آشنایی نداشتم,متوسط,زیاد,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,خیر,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/5/2018 18:51:31,علیمحمد سعیدیان,بالای 45,مرد,4 نفر,متاهل,لیسانس,موارد دیگر,بین 3 تا 6ملیون تومان,2,بله,3,دیگر,خیر,خیر,سه تا چهار بار در هفته,اکثر روزها,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,بله,اصلا آشنایی نداشتم,خیلی زیاد,خیلی زیاد,بله,خیر,چون به این کار نباز ندارم,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,حدود 30 هزار تومان,از طریق تلفن,حدود 10 دقیقه,حدود 500 متر,پیاده روی,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,بله,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/5/2018 19:14:56,ساسان,35-45,مرد,4 نفر,متاهل,لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,1,بله,1,دیگر,بله,بله,سوار نمی شوم یا به ندرت استفاده می کنم,به ندرت (ماهی یک یا دو بار),به ندرت (ماهی یک یا دو بار),به ندرت(در سال چند بار),کمتر از 10,بله,تا حدودی آشنایی داشتم,زیاد,زیاد,بله,خیر,دوست ندارم هزینه تعمیر بپردازم,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,پیاده روی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما",,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
